"company_name","summary","author_title","author_location","recommends_flag","outlook_flag","ceo_opinion_flag","main_text_description","pros_description","cons_description","advice_to_management_description","star_rating_overall","star_rating_work_life_balance","star_rating_culture_and_values","star_rating_career_opportunities","star_rating_comp_and_benefits","star_rating_senior_management","star_rating_review_date"
"gsk","Big complex orgaization","Current Employee - Anonymous Employee","Brussels","Doesn't Recommend","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Strong values, Great people, Strong brands","Complex organization with pre-historic processes
Not competitive enough
Leaders who are too full of themselves","None",3.0,4.0,3.0,3.0,4.0,1.0,"Wed May 23 2018 00:53:29 GMT-0700 (Pacific Daylight Time)"
"gsk","Overall Experience","Former Employee - Lead Mechanical Engineer","Jeddah","Recommends","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","- Working in GSK means you are going to a university so be ready to learn.
- You are going to be working in legislation of engineering Standards.
- You will always get opportunity to make a difference in the site.","- Time consuming, you don't have enough time to complete the tasks.
- Shortage of staff.
- Management have delayed response to personal matter.","None",5.0,2.0,2.0,5.0,5.0,4.0,"Mon May 07 2018 17:34:27 GMT-0700 (Pacific Daylight Time)"
"gsk","The company doesn't stand by its core values when it comes to the lowest most employees","Current Employee - Anonymous Employee","None","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time","Good pay per every annum","Management issues are there in the sales","None",3.0,2.0,3.0,3.0,2.0,2.0,"Tue May 22 2018 10:54:56 GMT-0700 (Pacific Daylight Time)"
"gsk","LATAM Meningococcal Vaccines Director","Former Employee - Senior Medical Director","Buenos Aires","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 8 years","Best meningococcal vaccines ever seen","merge Day 1 activities  not well prepared","None",3.0,4.0,5.0,4.0,4.0,4.0,"Mon May 21 2018 06:39:36 GMT-0700 (Pacific Daylight Time)"
"gsk","Junior Programmer","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time","Excellent and very friendly work atmosphere.
Supportive management.
Flexible working hours","The work is very repititive, and feels like working for a CRO.
There's not much scope to do anything more than the day-to-day job, especially for programmers, with little to no chance for innovation.","None",5.0,None,None,None,None,None,"Sat May 05 2018 11:14:18 GMT-0700 (Pacific Daylight Time)"
"gsk","Regional CMC Regulatory Affairs Manager","Former Employee - R&D Manager","Rio de Janeiro","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","Good company where we have opportunity to learn and grow. The company´s values are adherent to my own values  and I felt very proud to work there.","The company is managing too many changes at the same time bringing  some uncertainity to the working environment","None",5.0,4.0,5.0,4.0,5.0,4.0,"Fri May 04 2018 08:58:20 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK","Current Employee - Investigator","King of Prussia, PA","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Great company to work for, lots of opportunity for development","constant changes in team and management","None",4.0,3.0,4.0,5.0,5.0,3.0,"Wed May 02 2018 15:03:06 GMT-0700 (Pacific Daylight Time)"
"gsk","Statistician","Current Employee - Statistician","Siena","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Wages are higher than the Italian average and great attention is given to employee health and related stress factors","Unfortunately a bad distinction is made between interns / external employees who work for GSK and 'real' company employees. Furthermore, it is difficult to obtain permanent contracts.","None",4.0,4.0,5.0,3.0,4.0,3.0,"Thu May 03 2018 00:02:36 GMT-0700 (Pacific Daylight Time)"
"gsk","Difficult to advance","Former Employee - Anonymous Employee","None","None","None","None","I worked at GlaxoSmithKline full-time","Benefit package with good work/life balance","No transparency and employee morale at all time low","None",2.0,4.0,1.0,1.0,2.0,3.0,"Wed May 09 2018 17:52:01 GMT-0700 (Pacific Daylight Time)"
"gsk","A good company to work but still not perfect","Current Employee - Business Intelligence","Rueil-Malmaison","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline part-time for more than a year","1. a good place to know the consumer healthcare industry
2. good working atmosphere (relaxing and balanced)
3. not very busy","1. not much young people in my team
2. salary is not very high
3. benefits of CE need one-year seniority","None",4.0,5.0,4.0,4.0,3.0,3.0,"Fri Apr 27 2018 07:39:43 GMT-0700 (Pacific Daylight Time)"
"gsk","Manufacturing technician","None","None","None","None","None","I worked at GlaxoSmithKline ","No pros
Don’t come here","Worst company
Worst management 
Never hire for permanent role","None",1.0,None,None,None,None,None,"Wed May 30 2018 15:09:42 GMT-0700 (Pacific Daylight Time)"
"gsk","Engineer","Former Employee - Anonymous Employee","None","Recommends","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time","Good company, good people, good location, good industry.","The general issues with typical jobs can be said of this company and position","None",4.0,3.0,3.0,3.0,3.0,3.0,"Tue Apr 24 2018 09:24:07 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK","Current Employee - MEDICAL BUSINESS ASSOCIATE","None","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Nice culture and good company to work with","No one is perfect in this world.","None",5.0,4.0,4.0,5.0,4.0,5.0,"Sun Apr 22 2018 14:12:07 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK 2018","Current Employee - Sales Representative","Guatemala","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Many benefits, good work enviroment","Getting a light structure on the region, wich is good for business but many positions are being closed.","None",4.0,3.0,5.0,3.0,5.0,4.0,"Sat Apr 21 2018 21:07:09 GMT-0700 (Pacific Daylight Time)"
"gsk","new product research manager","None","None","None","None","None","I worked at GlaxoSmithKline ","well organized company and very nice and friendly colleagues","Too much compliance training and it take lots of time","None",4.0,3.0,5.0,4.0,3.0,3.0,"Sun Apr 22 2018 02:19:55 GMT-0700 (Pacific Daylight Time)"
"gsk","Company Overview","Current Employee - Deputy Manager","Gurgaon, Haryana","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Very good company to work with for Compensation,Work life and Growth opportunity","Right Talent to be placed at right place","None",5.0,5.0,5.0,4.0,5.0,4.0,"Sat Apr 21 2018 01:06:50 GMT-0700 (Pacific Daylight Time)"
"gsk","QA SPECIALIST","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","GSK is the Worldwild leader in pharmaceutical industry","Management can be improved and developping employees to","None",5.0,None,None,None,None,None,"Sat Apr 21 2018 07:36:39 GMT-0700 (Pacific Daylight Time)"
"gsk","Marketing Executive","Former Employee - Anonymous Employee","None","Recommends","None","None","I worked at GlaxoSmithKline full-time","Lots of projects and diversity","nothing to comment upon, it's a good place to work for","None",4.0,4.0,4.0,4.0,4.0,4.0,"Thu Apr 19 2018 01:36:33 GMT-0700 (Pacific Daylight Time)"
"gsk","Sales Representative","None","None","Recommends","Positive Outlook","None","I worked at GlaxoSmithKline ","Great employees and managers, great benefits and great salaries","lots and lots of computer work","None",4.0,2.0,4.0,4.0,5.0,5.0,"Thu Apr 19 2018 06:34:45 GMT-0700 (Pacific Daylight Time)"
"gsk","Great place to work at.","None","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline ","Diversity in what you do. Day to day is so varied your never bored. People are nice and seem genuine. Overall a great place to get started in your career.","To progress with the company you would be better to leave for another job after 5 years then come back in a higher position then you would of if you stayed.","None",4.0,4.0,5.0,3.0,4.0,3.0,"Mon Apr 16 2018 11:49:10 GMT-0700 (Pacific Daylight Time)"
"gsk","Great organization culture","AREA SALES MANAGER","Dhaka","Doesn't Recommend","Negative Outlook","None","I worked at GlaxoSmithKline  for more than a year","I worked for the pharmaceutical division as a management trainee and as an area manager later. GSK Bangladesh followed all the global vision, mission, values set by the GSK headquarter at UK. Unlike most other pharmaceuticals in Bangladesh,  fields sales force was treated with respect.","Due to global guideline restriction, there has always been a push to cut down promotion cost and focus more on detailing. However, considering Bangladeshi doctor visit detailing practice, that is a huge drawback. I always struggled to motivate my team to go to doctors barehanded, whereas other companies used a variety of promo materials.","None",3.0,1.0,4.0,3.0,3.0,3.0,"Sun Apr 29 2018 13:19:20 GMT-0700 (Pacific Daylight Time)"
"gsk","Good place for beginners in career","Current Employee - Physical Chemist","Singapore","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Comprehensive quality management system; rigorous quality control and standard; health and medical benefits","Complicated system to work with and redundant documentation; slow career progress","None",4.0,4.0,4.0,3.0,3.0,4.0,"Fri Apr 13 2018 19:48:00 GMT-0700 (Pacific Daylight Time)"
"gsk","needs improvement","Former Employee - Production Technician","None","Recommends","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 5 years","great pay, great benefits,  great work place environment","Too many hours, some work areas are there 6 to 7 days a week,  no work/life balance at all","None",4.0,2.0,3.0,4.0,4.0,2.0,"Fri Apr 13 2018 07:52:48 GMT-0700 (Pacific Daylight Time)"
"gsk","Statistician","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Good work-life balance, willingness to improve from the management, great culture.","Some processes may be complex and slow (although management is willing to improve)","None",5.0,4.0,4.0,4.0,4.0,None,"Thu Apr 12 2018 04:33:49 GMT-0700 (Pacific Daylight Time)"
"gsk","Marketing Activation Manager","Current Employee - Marketing Activation Manager","Accra","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","World class commercial management, Globally renowned brands.","Small size of the local business","None",5.0,4.0,5.0,5.0,3.0,5.0,"Wed Apr 11 2018 04:14:39 GMT-0700 (Pacific Daylight Time)"
"gsk","Great Company to work for","Current Employee - Manufacturing and Supply","None","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Breadth across Pharma, Vaccines and Consumer Healthcare. Good opportunities. Ethical place to work","Large company so need to work hard to make connections across the organisation","None",4.0,3.0,4.0,4.0,4.0,4.0,"Tue Apr 10 2018 16:17:02 GMT-0700 (Pacific Daylight Time)"
"gsk","sales","None","None","None","None","None","I worked at GlaxoSmithKline ","money and work life balance","stress to much amin and ride alongs","None",3.0,None,None,None,None,None,"Tue Apr 24 2018 11:32:18 GMT-0700 (Pacific Daylight Time)"
